Date,Adj Close,Close,High,Low,Open,Volume
1927/12/30,17.65999985,17.65999985,17.65999985,17.65999985,17.65999985,0
1928/1/3,17.76000023,17.76000023,17.76000023,17.76000023,17.76000023,0
1928/1/4,17.71999931,17.71999931,17.71999931,17.71999931,17.71999931,0
1928/1/5,17.54999924,17.54999924,17.54999924,17.54999924,17.54999924,0
1928/1/6,17.65999985,17.65999985,17.65999985,17.65999985,17.65999985,0
1928/1/9,17.5,17.5,17.5,17.5,17.5,0
1928/1/10,17.37000084,17.37000084,17.37000084,17.37000084,17.37000084,0
1928/1/11,17.35000038,17.35000038,17.35000038,17.35000038,17.35000038,0
1928/1/12,17.46999931,17.46999931,17.46999931,17.46999931,17.46999931,0
1928/1/13,17.57999992,17.57999992,17.57999992,17.57999992,17.57999992,0
1928/1/16,17.29000092,17.29000092,17.29000092,17.29000092,17.29000092,0
1928/1/17,17.29999924,17.29999924,17.29999924,17.29999924,17.29999924,0
1928/1/18,17.26000023,17.26000023,17.26000023,17.26000023,17.26000023,0
1928/1/19,17.37999916,17.37999916,17.37999916,17.37999916,17.37999916,0
1928/1/20,17.47999954,17.47999954,17.47999954,17.47999954,17.47999954,0
1928/1/23,17.63999939,17.63999939,17.63999939,17.63999939,17.63999939,0
1928/1/24,17.70999908,17.70999908,17.70999908,17.70999908,17.70999908,0
1928/1/25,17.52000046,17.52000046,17.52000046,17.52000046,17.52000046,0
1928/1/26,17.62999916,17.62999916,17.62999916,17.62999916,17.62999916,0
1928/1/27,17.69000053,17.69000053,17.69000053,17.69000053,17.69000053,0
1928/1/30,17.48999977,17.48999977,17.48999977,17.48999977,17.48999977,0
1928/1/31,17.56999969,17.56999969,17.56999969,17.56999969,17.56999969,0
1928/2/1,17.53000069,17.53000069,17.53000069,17.53000069,17.53000069,0
1928/2/2,17.62999916,17.62999916,17.62999916,17.62999916,17.62999916,0
1928/2/3,17.39999962,17.39999962,17.39999962,17.39999962,17.39999962,0
1928/2/6,17.45000076,17.45000076,17.45000076,17.45000076,17.45000076,0
1928/2/7,17.44000053,17.44000053,17.44000053,17.44000053,17.44000053,0
1928/2/8,17.48999977,17.48999977,17.48999977,17.48999977,17.48999977,0
1928/2/9,17.54999924,17.54999924,17.54999924,17.54999924,17.54999924,0
1928/2/10,17.54000092,17.54000092,17.54000092,17.54000092,17.54000092,0
1928/2/14,17.44000053,17.44000053,17.44000053,17.44000053,17.44000053,0
1928/2/15,17.39999962,17.39999962,17.39999962,17.39999962,17.39999962,0
1928/2/16,17.35000038,17.35000038,17.35000038,17.35000038,17.35000038,0
1928/2/17,17.04000092,17.04000092,17.04000092,17.04000092,17.04000092,0
1928/2/20,16.95000076,16.95000076,16.95000076,16.95000076,16.95000076,0
1928/2/21,17.11000061,17.11000061,17.11000061,17.11000061,17.11000061,0
1928/2/23,17.12999916,17.12999916,17.12999916,17.12999916,17.12999916,0
1928/2/24,17.18000031,17.18000031,17.18000031,17.18000031,17.18000031,0
1928/2/27,17.11000061,17.11000061,17.11000061,17.11000061,17.11000061,0
1928/2/28,17.15999985,17.15999985,17.15999985,17.15999985,17.15999985,0
1928/2/29,17.26000023,17.26000023,17.26000023,17.26000023,17.26000023,0
1928/3/1,17.29999924,17.29999924,17.29999924,17.29999924,17.29999924,0
1928/3/2,17.29999924,17.29999924,17.29999924,17.29999924,17.29999924,0
1928/3/5,17.56999969,17.56999969,17.56999969,17.56999969,17.56999969,0
1928/3/6,17.67000008,17.67000008,17.67000008,17.67000008,17.67000008,0
1928/3/7,17.57999992,17.57999992,17.57999992,17.57999992,17.57999992,0
1928/3/8,17.63999939,17.63999939,17.63999939,17.63999939,17.63999939,0
1928/3/9,17.93000031,17.93000031,17.93000031,17.93000031,17.93000031,0
1928/3/12,18,18,18,18,18,0
1928/3/13,17.92000008,17.92000008,17.92000008,17.92000008,17.92000008,0
1928/3/14,17.93000031,17.93000031,17.93000031,17.93000031,17.93000031,0
1928/3/15,18.06999969,18.06999969,18.06999969,18.06999969,18.06999969,0
1928/3/16,18.26000023,18.26000023,18.26000023,18.26000023,18.26000023,0
1928/3/19,18.36000061,18.36000061,18.36000061,18.36000061,18.36000061,0
1928/3/20,18.45999908,18.45999908,18.45999908,18.45999908,18.45999908,0
1928/3/21,18.64999962,18.64999962,18.64999962,18.64999962,18.64999962,0
1928/3/22,18.60000038,18.60000038,18.60000038,18.60000038,18.60000038,0
1928/3/23,18.78000069,18.78000069,18.78000069,18.78000069,18.78000069,0
1928/3/26,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,0
1928/3/27,18.94000053,18.94000053,18.94000053,18.94000053,18.94000053,0
1928/3/28,18.88999939,18.88999939,18.88999939,18.88999939,18.88999939,0
1928/3/29,18.95000076,18.95000076,18.95000076,18.95000076,18.95000076,0
1928/3/30,19.28000069,19.28000069,19.28000069,19.28000069,19.28000069,0
1928/4/2,18.90999985,18.90999985,18.90999985,18.90999985,18.90999985,0
1928/4/3,19.02000046,19.02000046,19.02000046,19.02000046,19.02000046,0
1928/4/4,18.98999977,18.98999977,18.98999977,18.98999977,18.98999977,0
1928/4/5,19.22999954,19.22999954,19.22999954,19.22999954,19.22999954,0
1928/4/9,19.27000046,19.27000046,19.27000046,19.27000046,19.27000046,0
1928/4/10,19.10000038,19.10000038,19.10000038,19.10000038,19.10000038,0
1928/4/11,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,0
1928/4/12,19.40999985,19.40999985,19.40999985,19.40999985,19.40999985,0
1928/4/13,19.72999954,19.72999954,19.72999954,19.72999954,19.72999954,0
1928/4/16,19.68000031,19.68000031,19.68000031,19.68000031,19.68000031,0
1928/4/17,19.52000046,19.52000046,19.52000046,19.52000046,19.52000046,0
1928/4/18,19.52000046,19.52000046,19.52000046,19.52000046,19.52000046,0
1928/4/19,19.62999916,19.62999916,19.62999916,19.62999916,19.62999916,0
1928/4/20,19.34000015,19.34000015,19.34000015,19.34000015,19.34000015,0
1928/4/23,19.14999962,19.14999962,19.14999962,19.14999962,19.14999962,0
1928/4/24,19.25,19.25,19.25,19.25,19.25,0
1928/4/25,19.32999992,19.32999992,19.32999992,19.32999992,19.32999992,0
1928/4/26,19.46999931,19.46999931,19.46999931,19.46999931,19.46999931,0
1928/4/27,19.68000031,19.68000031,19.68000031,19.68000031,19.68000031,0
1928/4/30,19.75,19.75,19.75,19.75,19.75,0
1928/5/1,19.78000069,19.78000069,19.78000069,19.78000069,19.78000069,0
1928/5/2,19.82999992,19.82999992,19.82999992,19.82999992,19.82999992,0
1928/5/3,19.93000031,19.93000031,19.93000031,19.93000031,19.93000031,0
1928/5/4,20.23999977,20.23999977,20.23999977,20.23999977,20.23999977,0
1928/5/7,20.40999985,20.40999985,20.40999985,20.40999985,20.40999985,0
1928/5/8,20.27000046,20.27000046,20.27000046,20.27000046,20.27000046,0
1928/5/9,20.23999977,20.23999977,20.23999977,20.23999977,20.23999977,0
1928/5/10,20.20999908,20.20999908,20.20999908,20.20999908,20.20999908,0
1928/5/11,20.36000061,20.36000061,20.36000061,20.36000061,20.36000061,0
1928/5/14,20.44000053,20.44000053,20.44000053,20.44000053,20.44000053,0
1928/5/15,20.38999939,20.38999939,20.38999939,20.38999939,20.38999939,0
1928/5/16,20.04999924,20.04999924,20.04999924,20.04999924,20.04999924,0
1928/5/17,20.12000084,20.12000084,20.12000084,20.12000084,20.12000084,0
1928/5/18,19.92000008,19.92000008,19.92000008,19.92000008,19.92000008,0
1928/5/21,19.62999916,19.62999916,19.62999916,19.62999916,19.62999916,0
1928/5/22,19.36000061,19.36000061,19.36000061,19.36000061,19.36000061,0
1928/5/23,19.75,19.75,19.75,19.75,19.75,0
1928/5/24,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,0
1928/5/25,19.89999962,19.89999962,19.89999962,19.89999962,19.89999962,0
1928/5/28,19.56999969,19.56999969,19.56999969,19.56999969,19.56999969,0
1928/5/29,19.81999969,19.81999969,19.81999969,19.81999969,19.81999969,0
1928/5/31,20,20,20,20,20,0
1928/6/1,20.06999969,20.06999969,20.06999969,20.06999969,20.06999969,0
1928/6/4,19.79999924,19.79999924,19.79999924,19.79999924,19.79999924,0
1928/6/5,19.85000038,19.85000038,19.85000038,19.85000038,19.85000038,0
1928/6/6,19.65999985,19.65999985,19.65999985,19.65999985,19.65999985,0
1928/6/7,19.61000061,19.61000061,19.61000061,19.61000061,19.61000061,0
1928/6/8,19.37000084,19.37000084,19.37000084,19.37000084,19.37000084,0
1928/6/11,18.68000031,18.68000031,18.68000031,18.68000031,18.68000031,0
1928/6/12,18.34000015,18.34000015,18.34000015,18.34000015,18.34000015,0
1928/6/13,18.88999939,18.88999939,18.88999939,18.88999939,18.88999939,0
1928/6/14,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,0
1928/6/15,18.73999977,18.73999977,18.73999977,18.73999977,18.73999977,0
1928/6/18,18.39999962,18.39999962,18.39999962,18.39999962,18.39999962,0
1928/6/19,18.34000015,18.34000015,18.34000015,18.34000015,18.34000015,0
1928/6/20,18.56999969,18.56999969,18.56999969,18.56999969,18.56999969,0
1928/6/21,18.55999947,18.55999947,18.55999947,18.55999947,18.55999947,0
1928/6/22,18.54000092,18.54000092,18.54000092,18.54000092,18.54000092,0
1928/6/25,18.46999931,18.46999931,18.46999931,18.46999931,18.46999931,0
1928/6/26,18.68000031,18.68000031,18.68000031,18.68000031,18.68000031,0
1928/6/27,18.86000061,18.86000061,18.86000061,18.86000061,18.86000061,0
1928/6/28,19.06999969,19.06999969,19.06999969,19.06999969,19.06999969,0
1928/6/29,19.13999939,19.13999939,19.13999939,19.13999939,19.13999939,0
1928/7/2,18.97999954,18.97999954,18.97999954,18.97999954,18.97999954,0
1928/7/3,19.29000092,19.29000092,19.29000092,19.29000092,19.29000092,0
1928/7/5,19.47999954,19.47999954,19.47999954,19.47999954,19.47999954,0
1928/7/6,19.38999939,19.38999939,19.38999939,19.38999939,19.38999939,0
1928/7/9,19.45999908,19.45999908,19.45999908,19.45999908,19.45999908,0
1928/7/10,19.43000031,19.43000031,19.43000031,19.43000031,19.43000031,0
1928/7/11,18.95000076,18.95000076,18.95000076,18.95000076,18.95000076,0
1928/7/12,18.80999947,18.80999947,18.80999947,18.80999947,18.80999947,0
1928/7/13,18.95999908,18.95999908,18.95999908,18.95999908,18.95999908,0
1928/7/16,18.70000076,18.70000076,18.70000076,18.70000076,18.70000076,0
1928/7/17,18.79999924,18.79999924,18.79999924,18.79999924,18.79999924,0
1928/7/18,19.03000069,19.03000069,19.03000069,19.03000069,19.03000069,0
1928/7/19,18.98999977,18.98999977,18.98999977,18.98999977,18.98999977,0
1928/7/20,19.03000069,19.03000069,19.03000069,19.03000069,19.03000069,0
1928/7/23,19.12000084,19.12000084,19.12000084,19.12000084,19.12000084,0
1928/7/24,19.09000015,19.09000015,19.09000015,19.09000015,19.09000015,0
1928/7/25,19.20000076,19.20000076,19.20000076,19.20000076,19.20000076,0
1928/7/26,19.23999977,19.23999977,19.23999977,19.23999977,19.23999977,0
1928/7/27,19.42000008,19.42000008,19.42000008,19.42000008,19.42000008,0
1928/7/30,19.46999931,19.46999931,19.46999931,19.46999931,19.46999931,0
1928/7/31,19.43000031,19.43000031,19.43000031,19.43000031,19.43000031,0
1928/8/1,19.42000008,19.42000008,19.42000008,19.42000008,19.42000008,0
1928/8/2,19.32999992,19.32999992,19.32999992,19.32999992,19.32999992,0
1928/8/3,19.36000061,19.36000061,19.36000061,19.36000061,19.36000061,0
1928/8/6,19.57999992,19.57999992,19.57999992,19.57999992,19.57999992,0
1928/8/7,19.48999977,19.48999977,19.48999977,19.48999977,19.48999977,0
1928/8/8,19.25,19.25,19.25,19.25,19.25,0
1928/8/9,19.29999924,19.29999924,19.29999924,19.29999924,19.29999924,0
1928/8/10,19.25,19.25,19.25,19.25,19.25,0
1928/8/13,19.29000092,19.29000092,19.29000092,19.29000092,19.29000092,0
1928/8/14,19.12999916,19.12999916,19.12999916,19.12999916,19.12999916,0
1928/8/15,19.46999931,19.46999931,19.46999931,19.46999931,19.46999931,0
1928/8/16,19.61000061,19.61000061,19.61000061,19.61000061,19.61000061,0
1928/8/17,19.63999939,19.63999939,19.63999939,19.63999939,19.63999939,0
1928/8/20,19.77000046,19.77000046,19.77000046,19.77000046,19.77000046,0
1928/8/21,20.02000046,20.02000046,20.02000046,20.02000046,20.02000046,0
1928/8/22,20,20,20,20,20,0
1928/8/23,20.02000046,20.02000046,20.02000046,20.02000046,20.02000046,0
1928/8/24,20.34000015,20.34000015,20.34000015,20.34000015,20.34000015,0
1928/8/27,20.37999916,20.37999916,20.37999916,20.37999916,20.37999916,0
1928/8/28,20.54000092,20.54000092,20.54000092,20.54000092,20.54000092,0
1928/8/29,20.57999992,20.57999992,20.57999992,20.57999992,20.57999992,0
1928/8/30,20.61000061,20.61000061,20.61000061,20.61000061,20.61000061,0
1928/8/31,20.87000084,20.87000084,20.87000084,20.87000084,20.87000084,0
1928/9/4,20.96999931,20.96999931,20.96999931,20.96999931,20.96999931,0
1928/9/5,21.06999969,21.06999969,21.06999969,21.06999969,21.06999969,0
1928/9/6,20.94000053,20.94000053,20.94000053,20.94000053,20.94000053,0
1928/9/7,21.09000015,21.09000015,21.09000015,21.09000015,21.09000015,0
1928/9/10,20.92000008,20.92000008,20.92000008,20.92000008,20.92000008,0
1928/9/11,21.07999992,21.07999992,21.07999992,21.07999992,21.07999992,0
1928/9/12,21.15999985,21.15999985,21.15999985,21.15999985,21.15999985,0
1928/9/13,21.13999939,21.13999939,21.13999939,21.13999939,21.13999939,0
1928/9/14,21.13999939,21.13999939,21.13999939,21.13999939,21.13999939,0
1928/9/17,21.32999992,21.32999992,21.32999992,21.32999992,21.32999992,0
1928/9/18,21.18000031,21.18000031,21.18000031,21.18000031,21.18000031,0
1928/9/19,21.18000031,21.18000031,21.18000031,21.18000031,21.18000031,0
1928/9/20,21.21999931,21.21999931,21.21999931,21.21999931,21.21999931,0
1928/9/21,21.36000061,21.36000061,21.36000061,21.36000061,21.36000061,0
1928/9/24,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,0
1928/9/25,21.40999985,21.40999985,21.40999985,21.40999985,21.40999985,0
1928/9/26,21.39999962,21.39999962,21.39999962,21.39999962,21.39999962,0
1928/9/27,21.12999916,21.12999916,21.12999916,21.12999916,21.12999916,0
1928/9/28,21.13999939,21.13999939,21.13999939,21.13999939,21.13999939,0
1928/10/1,21.36000061,21.36000061,21.36000061,21.36000061,21.36000061,0
1928/10/2,21.26000023,21.26000023,21.26000023,21.26000023,21.26000023,0
1928/10/3,21.19000053,21.19000053,21.19000053,21.19000053,21.19000053,0
1928/10/4,21.26000023,21.26000023,21.26000023,21.26000023,21.26000023,0
1928/10/5,21.21999931,21.21999931,21.21999931,21.21999931,21.21999931,0
1928/10/8,21.11000061,21.11000061,21.11000061,21.11000061,21.11000061,0
1928/10/9,21.18000031,21.18000031,21.18000031,21.18000031,21.18000031,0
1928/10/10,21.40999985,21.40999985,21.40999985,21.40999985,21.40999985,0
1928/10/11,21.51000023,21.51000023,21.51000023,21.51000023,21.51000023,0
1928/10/15,21.64999962,21.64999962,21.64999962,21.64999962,21.64999962,0
1928/10/16,21.71999931,21.71999931,21.71999931,21.71999931,21.71999931,0
1928/10/17,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,0
1928/10/18,21.84000015,21.84000015,21.84000015,21.84000015,21.84000015,0
1928/10/19,21.95999908,21.95999908,21.95999908,21.95999908,21.95999908,0
1928/10/22,21.80999947,21.80999947,21.80999947,21.80999947,21.80999947,0
1928/10/23,21.95000076,21.95000076,21.95000076,21.95000076,21.95000076,0
1928/10/24,21.98999977,21.98999977,21.98999977,21.98999977,21.98999977,0
1928/10/25,21.90999985,21.90999985,21.90999985,21.90999985,21.90999985,0
1928/10/26,21.64999962,21.64999962,21.64999962,21.64999962,21.64999962,0
1928/10/29,22,22,22,22,22,0
1928/10/30,21.76000023,21.76000023,21.76000023,21.76000023,21.76000023,0
1928/10/31,21.68000031,21.68000031,21.68000031,21.68000031,21.68000031,0
1928/11/1,21.98999977,21.98999977,21.98999977,21.98999977,21.98999977,0
1928/11/2,21.95000076,21.95000076,21.95000076,21.95000076,21.95000076,0
1928/11/5,22.23999977,22.23999977,22.23999977,22.23999977,22.23999977,0
1928/11/7,22.23999977,22.23999977,22.23999977,22.23999977,22.23999977,0
1928/11/8,22.38999939,22.38999939,22.38999939,22.38999939,22.38999939,0
1928/11/9,22.54999924,22.54999924,22.54999924,22.54999924,22.54999924,0
1928/11/12,22.84000015,22.84000015,22.84000015,22.84000015,22.84000015,0
1928/11/13,22.90999985,22.90999985,22.90999985,22.90999985,22.90999985,0
1928/11/14,22.90999985,22.90999985,22.90999985,22.90999985,22.90999985,0
1928/11/15,23.03000069,23.03000069,23.03000069,23.03000069,23.03000069,0
1928/11/16,23.37000084,23.37000084,23.37000084,23.37000084,23.37000084,0
1928/11/19,23.37000084,23.37000084,23.37000084,23.37000084,23.37000084,0
1928/11/20,23.56999969,23.56999969,23.56999969,23.56999969,23.56999969,0
1928/11/21,23.21999931,23.21999931,23.21999931,23.21999931,23.21999931,0
1928/11/22,23.52000046,23.52000046,23.52000046,23.52000046,23.52000046,0
1928/11/23,23.70000076,23.70000076,23.70000076,23.70000076,23.70000076,0
1928/11/26,23.79999924,23.79999924,23.79999924,23.79999924,23.79999924,0
1928/11/27,23.90999985,23.90999985,23.90999985,23.90999985,23.90999985,0
1928/11/28,24.19000053,24.19000053,24.19000053,24.19000053,24.19000053,0
1928/11/30,24.28000069,24.28000069,24.28000069,24.28000069,24.28000069,0
1928/12/3,23.85000038,23.85000038,23.85000038,23.85000038,23.85000038,0
1928/12/4,23.90999985,23.90999985,23.90999985,23.90999985,23.90999985,0
1928/12/5,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,0
1928/12/6,22.90999985,22.90999985,22.90999985,22.90999985,22.90999985,0
1928/12/7,22.36000061,22.36000061,22.36000061,22.36000061,22.36000061,0
1928/12/10,22.30999947,22.30999947,22.30999947,22.30999947,22.30999947,0
1928/12/11,22.73999977,22.73999977,22.73999977,22.73999977,22.73999977,0
1928/12/12,22.52000046,22.52000046,22.52000046,22.52000046,22.52000046,0
1928/12/13,22.47999954,22.47999954,22.47999954,22.47999954,22.47999954,0
1928/12/14,22.53000069,22.53000069,22.53000069,22.53000069,22.53000069,0
1928/12/17,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,0
1928/12/18,22.70000076,22.70000076,22.70000076,22.70000076,22.70000076,0
1928/12/19,22.97999954,22.97999954,22.97999954,22.97999954,22.97999954,0
1928/12/20,23.06999969,23.06999969,23.06999969,23.06999969,23.06999969,0
1928/12/21,23.32999992,23.32999992,23.32999992,23.32999992,23.32999992,0
1928/12/24,23.54000092,23.54000092,23.54000092,23.54000092,23.54000092,0
1928/12/26,23.44000053,23.44000053,23.44000053,23.44000053,23.44000053,0
1928/12/27,23.63999939,23.63999939,23.63999939,23.63999939,23.63999939,0
1928/12/28,23.97999954,23.97999954,23.97999954,23.97999954,23.97999954,0
1928/12/31,24.35000038,24.35000038,24.35000038,24.35000038,24.35000038,0
1929/1/2,24.80999947,24.80999947,24.80999947,24.80999947,24.80999947,0
1929/1/3,24.86000061,24.86000061,24.86000061,24.86000061,24.86000061,0
1929/1/4,24.85000038,24.85000038,24.85000038,24.85000038,24.85000038,0
1929/1/7,24.25,24.25,24.25,24.25,24.25,0
1929/1/8,24.17000008,24.17000008,24.17000008,24.17000008,24.17000008,0
1929/1/9,24.54000092,24.54000092,24.54000092,24.54000092,24.54000092,0
1929/1/10,24.57999992,24.57999992,24.57999992,24.57999992,24.57999992,0
1929/1/11,24.54000092,24.54000092,24.54000092,24.54000092,24.54000092,0
1929/1/14,24.59000015,24.59000015,24.59000015,24.59000015,24.59000015,0
1929/1/15,24.22999954,24.22999954,24.22999954,24.22999954,24.22999954,0
1929/1/16,24.55999947,24.55999947,24.55999947,24.55999947,24.55999947,0
1929/1/17,24.69000053,24.69000053,24.69000053,24.69000053,24.69000053,0
1929/1/18,24.77000046,24.77000046,24.77000046,24.77000046,24.77000046,0
1929/1/21,24.86000061,24.86000061,24.86000061,24.86000061,24.86000061,0
1929/1/22,25.06999969,25.06999969,25.06999969,25.06999969,25.06999969,0
1929/1/23,25.21999931,25.21999931,25.21999931,25.21999931,25.21999931,0
1929/1/24,25.05999947,25.05999947,25.05999947,25.05999947,25.05999947,0
1929/1/25,25.47999954,25.47999954,25.47999954,25.47999954,25.47999954,0
1929/1/28,25.35000038,25.35000038,25.35000038,25.35000038,25.35000038,0
1929/1/29,25.36000061,25.36000061,25.36000061,25.36000061,25.36000061,0
1929/1/30,25.45000076,25.45000076,25.45000076,25.45000076,25.45000076,0
1929/1/31,25.73999977,25.73999977,25.73999977,25.73999977,25.73999977,0
1929/2/1,25.84000015,25.84000015,25.84000015,25.84000015,25.84000015,0
1929/2/4,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,0
1929/2/5,25.70000076,25.70000076,25.70000076,25.70000076,25.70000076,0
1929/2/6,25.48999977,25.48999977,25.48999977,25.48999977,25.48999977,0
1929/2/7,24.70999908,24.70999908,24.70999908,24.70999908,24.70999908,0
1929/2/8,24.44000053,24.44000053,24.44000053,24.44000053,24.44000053,0
1929/2/11,24.97999954,24.97999954,24.97999954,24.97999954,24.97999954,0
1929/2/13,24.95000076,24.95000076,24.95000076,24.95000076,24.95000076,0
1929/2/14,24.85000038,24.85000038,24.85000038,24.85000038,24.85000038,0
1929/2/15,24.35000038,24.35000038,24.35000038,24.35000038,24.35000038,0
1929/2/18,24.38999939,24.38999939,24.38999939,24.38999939,24.38999939,0
1929/2/19,24.37999916,24.37999916,24.37999916,24.37999916,24.37999916,0
1929/2/20,24.59000015,24.59000015,24.59000015,24.59000015,24.59000015,0
1929/2/21,24.86000061,24.86000061,24.86000061,24.86000061,24.86000061,0
1929/2/25,24.90999985,24.90999985,24.90999985,24.90999985,24.90999985,0
1929/2/26,24.95000076,24.95000076,24.95000076,24.95000076,24.95000076,0
1929/2/27,25.25,25.25,25.25,25.25,25.25,0
1929/2/28,25.59000015,25.59000015,25.59000015,25.59000015,25.59000015,0
1929/3/1,25.82999992,25.82999992,25.82999992,25.82999992,25.82999992,0
1929/3/4,25.48999977,25.48999977,25.48999977,25.48999977,25.48999977,0
1929/3/5,25.31999969,25.31999969,25.31999969,25.31999969,25.31999969,0
1929/3/6,24.92000008,24.92000008,24.92000008,24.92000008,24.92000008,0
1929/3/7,25.14999962,25.14999962,25.14999962,25.14999962,25.14999962,0
1929/3/8,25.30999947,25.30999947,25.30999947,25.30999947,25.30999947,0
1929/3/11,24.95000076,24.95000076,24.95000076,24.95000076,24.95000076,0
1929/3/12,24.96999931,24.96999931,24.96999931,24.96999931,24.96999931,0
1929/3/13,25.23999977,25.23999977,25.23999977,25.23999977,25.23999977,0
1929/3/14,25.72999954,25.72999954,25.72999954,25.72999954,25.72999954,0
1929/3/15,26.07999992,26.07999992,26.07999992,26.07999992,26.07999992,0
1929/3/18,26.04000092,26.04000092,26.04000092,26.04000092,26.04000092,0
1929/3/19,26.03000069,26.03000069,26.03000069,26.03000069,26.03000069,0
1929/3/20,26.02000046,26.02000046,26.02000046,26.02000046,26.02000046,0
1929/3/21,25.89999962,25.89999962,25.89999962,25.89999962,25.89999962,0
1929/3/22,25.54999924,25.54999924,25.54999924,25.54999924,25.54999924,0
1929/3/25,24.51000023,24.51000023,24.51000023,24.51000023,24.51000023,0
1929/3/26,24.35000038,24.35000038,24.35000038,24.35000038,24.35000038,0
1929/3/27,25.09000015,25.09000015,25.09000015,25.09000015,25.09000015,0
1929/3/28,25.53000069,25.53000069,25.53000069,25.53000069,25.53000069,0
1929/4/1,24.87999916,24.87999916,24.87999916,24.87999916,24.87999916,0
1929/4/2,25.17000008,25.17000008,25.17000008,25.17000008,25.17000008,0
1929/4/3,24.86000061,24.86000061,24.86000061,24.86000061,24.86000061,0
1929/4/4,25.29999924,25.29999924,25.29999924,25.29999924,25.29999924,0
1929/4/5,25.04999924,25.04999924,25.04999924,25.04999924,25.04999924,0
1929/4/8,24.82999992,24.82999992,24.82999992,24.82999992,24.82999992,0
1929/4/9,24.62999916,24.62999916,24.62999916,24.62999916,24.62999916,0
1929/4/10,24.78000069,24.78000069,24.78000069,24.78000069,24.78000069,0
1929/4/11,25.05999947,25.05999947,25.05999947,25.05999947,25.05999947,0
1929/4/12,25.14999962,25.14999962,25.14999962,25.14999962,25.14999962,0
1929/4/15,25,25,25,25,25,0
1929/4/16,25.05999947,25.05999947,25.05999947,25.05999947,25.05999947,0
1929/4/17,25.31999969,25.31999969,25.31999969,25.31999969,25.31999969,0
1929/4/18,25.43000031,25.43000031,25.43000031,25.43000031,25.43000031,0
1929/4/19,25.40999985,25.40999985,25.40999985,25.40999985,25.40999985,0
1929/4/22,25.70000076,25.70000076,25.70000076,25.70000076,25.70000076,0
1929/4/23,25.85000038,25.85000038,25.85000038,25.85000038,25.85000038,0
1929/4/24,25.75,25.75,25.75,25.75,25.75,0
1929/4/25,25.62999916,25.62999916,25.62999916,25.62999916,25.62999916,0
1929/4/26,25.57999992,25.57999992,25.57999992,25.57999992,25.57999992,0
1929/4/29,25.53000069,25.53000069,25.53000069,25.53000069,25.53000069,0
1929/4/30,25.94000053,25.94000053,25.94000053,25.94000053,25.94000053,0
1929/5/1,25.98999977,25.98999977,25.98999977,25.98999977,25.98999977,0
1929/5/2,26.11000061,26.11000061,26.11000061,26.11000061,26.11000061,0
1929/5/3,26.37000084,26.37000084,26.37000084,26.37000084,26.37000084,0
1929/5/6,26.31999969,26.31999969,26.31999969,26.31999969,26.31999969,0
1929/5/7,26.06999969,26.06999969,26.06999969,26.06999969,26.06999969,0
1929/5/8,26.18000031,26.18000031,26.18000031,26.18000031,26.18000031,0
1929/5/9,26.02000046,26.02000046,26.02000046,26.02000046,26.02000046,0
1929/5/10,26.34000015,26.34000015,26.34000015,26.34000015,26.34000015,0
1929/5/13,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,0
1929/5/14,25.95000076,25.95000076,25.95000076,25.95000076,25.95000076,0
1929/5/15,25.84000015,25.84000015,25.84000015,25.84000015,25.84000015,0
1929/5/16,25.96999931,25.96999931,25.96999931,25.96999931,25.96999931,0
1929/5/17,26.09000015,26.09000015,26.09000015,26.09000015,26.09000015,0
1929/5/20,25.38999939,25.38999939,25.38999939,25.38999939,25.38999939,0
1929/5/21,25.70000076,25.70000076,25.70000076,25.70000076,25.70000076,0
1929/5/22,24.76000023,24.76000023,24.76000023,24.76000023,24.76000023,0
